meter_id,latitude,longitude,address,manufacturer,model,installation_date,status,quality_tier,firmware_version,meter_type,tariff_type,base_consumption,voltage_range,current_range,created_at,updated_at
SM000260,50.14558514268409,8.685938700295894,"Second Street 558, Frankfurt, Germany",ABB,Model-2590,2016-12-14T13:23:26.293807,ACTIVE,EXCELLENT,3.2.2,commercial,demand_response,6.618264837214591,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293813,2025-10-02T11:23:26.293814
SM000261,53.528160007257775,9.946755809199631,"Main Street 960, Hamburg, Germany",Landis+Gyr,Model-9246,2022-08-08T13:23:26.293818,ACTIVE,GOOD,3.1.5,industrial,demand_response,6.064548371117021,"(220, 240)","(10, 100)",2025-10-02T11:23:26.293823,2025-10-02T11:23:26.293824
SM000262,51.502202524190224,7.500026438308557,"Park Street 907, Dortmund, Germany",Siemens,Model-3207,2020-10-10T13:23:26.293828,ACTIVE,POOR,1.9.4,residential,demand_response,0.18925825811992597,"(220, 240)","(1, 15)",2025-10-02T11:23:26.293833,2025-10-02T11:23:26.293834
SM000263,50.1469616467876,8.64298921552724,"Park Street 404, Frankfurt, Germany",Landis+Gyr,Model-4857,2023-05-06T13:23:26.293838,ACTIVE,EXCELLENT,3.9.7,industrial,demand_response,29.484095033929847,"(220, 240)","(10, 100)",2025-10-02T11:23:26.293852,2025-10-02T11:23:26.293853
SM000264,48.18058115702158,11.577820024566336,"First Street 350, Munich, Germany",ABB,Model-7519,2025-01-30T13:23:26.293856,ACTIVE,EXCELLENT,5.1.9,commercial,standard,8.548074646268777,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293862,2025-10-02T11:23:26.293863
SM000265,50.94407162881685,6.946364487681253,"Second Street 805, Cologne, Germany",Siemens,Model-9284,2024-11-22T13:23:26.293868,ACTIVE,FAIR,3.9.3,industrial,demand_response,17.29070563422615,"(220, 240)","(10, 100)",2025-10-02T11:23:26.293873,2025-10-02T11:23:26.293874
SM000266,48.82336491408581,9.167360254475449,"First Street 67, Stuttgart, Germany",Landis+Gyr,Model-1550,2022-02-10T13:23:26.293878,ACTIVE,GOOD,3.8.2,industrial,demand_response,42.18977809630781,"(220, 240)","(10, 100)",2025-10-02T11:23:26.293884,2025-10-02T11:23:26.293885
SM000267,53.58690850527121,10.016270380930319,"First Street 166, Hamburg, Germany",Elster,Model-6915,2023-11-06T13:23:26.293888,ACTIVE,EXCELLENT,2.7.5,commercial,standard,9.437040340707654,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293895,2025-10-02T11:23:26.293898
SM000268,51.192997833040074,6.760420870648636,"Main Street 322, Düsseldorf, Germany",Landis+Gyr,Model-7344,2020-05-12T13:23:26.293905,ACTIVE,EXCELLENT,2.6.3,commercial,standard,7.3932905156605635,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293914,2025-10-02T11:23:26.293915
SM000269,50.07817171611119,8.6791819290557,"Main Street 407, Frankfurt, Germany",Siemens,Model-6423,2016-03-23T13:23:26.293921,MAINTENANCE,POOR,3.7.4,commercial,time_of_use,1.6831662678140848,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293931,2025-10-02T11:23:26.293932
SM000270,52.54635847604296,13.420107312094029,"Main Street 785, Berlin, Germany",Landis+Gyr,Model-6528,2023-09-24T13:23:26.293935,ACTIVE,EXCELLENT,5.1.7,commercial,demand_response,2.8433117331810074,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293941,2025-10-02T11:23:26.293942
SM000271,50.10451288844464,8.704161776448531,"Garden Street 252, Frankfurt, Germany",Landis+Gyr,Model-9509,2023-02-10T13:23:26.293946,INACTIVE,POOR,2.7.5,residential,demand_response,1.985888713827402,"(220, 240)","(1, 15)",2025-10-02T11:23:26.293952,2025-10-02T11:23:26.293953
SM000272,53.54537838601299,10.014974867759019,"Park Street 75, Hamburg, Germany",Elster,Model-6905,2025-06-13T13:23:26.293956,FAULTY,GOOD,1.0.5,commercial,demand_response,9.364621810541339,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293962,2025-10-02T11:23:26.293963
SM000273,52.56503882937222,13.399848894424705,"Park Street 436, Berlin, Germany",Elster,Model-4990,2023-03-24T13:23:26.293967,ACTIVE,GOOD,5.6.1,industrial,time_of_use,14.684311912949736,"(220, 240)","(10, 100)",2025-10-02T11:23:26.293973,2025-10-02T11:23:26.293975
SM000274,48.7416890074493,9.139196260856123,"Second Street 683, Stuttgart, Germany",Elster,Model-3323,2015-12-16T13:23:26.293978,ACTIVE,EXCELLENT,4.1.5,commercial,demand_response,3.2638465780372967,"(220, 240)","(5, 30)",2025-10-02T11:23:26.293984,2025-10-02T11:23:26.293985
SM000275,51.19409967074577,6.796696022629639,"Park Street 334, Düsseldorf, Germany",Siemens,Model-7519,2018-05-14T13:23:26.293989,ACTIVE,EXCELLENT,1.8.1,residential,standard,0.9146256117753806,"(220, 240)","(1, 15)",2025-10-02T11:23:26.293995,2025-10-02T11:23:26.293996
SM000276,51.251235272338434,6.745225639924701,"Second Street 758, Düsseldorf, Germany",Landis+Gyr,Model-8927,2022-01-24T13:23:26.294000,ACTIVE,GOOD,3.0.9,commercial,demand_response,2.6825396876298786,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294005,2025-10-02T11:23:26.294006
SM000277,53.5453040599783,9.974302038945943,"Second Street 564, Hamburg, Germany",Elster,Model-8048,2021-10-29T13:23:26.294010,ACTIVE,POOR,2.3.3,industrial,time_of_use,49.41748217952369,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294015,2025-10-02T11:23:26.294017
SM000278,51.21529201514816,6.794518760358759,"Second Street 268, Düsseldorf, Germany",Elster,Model-7922,2021-02-24T13:23:26.294020,ACTIVE,GOOD,1.6.4,residential,standard,1.6258803035181688,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294026,2025-10-02T11:23:26.294027
SM000279,51.52246026290466,7.4476196000109836,"First Street 378, Dortmund, Germany",Siemens,Model-6615,2024-12-01T13:23:26.294030,ACTIVE,GOOD,3.5.7,commercial,time_of_use,6.539064697250798,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294036,2025-10-02T11:23:26.294037
SM000280,52.54446870180317,13.439527715837007,"Garden Street 566, Berlin, Germany",Landis+Gyr,Model-9508,2020-07-01T13:23:26.294040,ACTIVE,EXCELLENT,1.9.5,industrial,demand_response,18.090570144180084,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294046,2025-10-02T11:23:26.294047
SM000281,51.24379321333747,6.7734950233002476,"Garden Street 214, Düsseldorf, Germany",Itron,Model-7577,2025-06-02T13:23:26.294050,ACTIVE,EXCELLENT,3.0.2,residential,standard,1.1684228040100546,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294056,2025-10-02T11:23:26.294057
SM000282,52.50322945846533,13.360396147717914,"Garden Street 174, Berlin, Germany",Itron,Model-2968,2020-11-05T13:23:26.294060,INACTIVE,EXCELLENT,5.8.1,residential,time_of_use,0.5414595201180045,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294066,2025-10-02T11:23:26.294067
SM000283,50.90463403692254,6.9304599307562285,"Second Street 476, Cologne, Germany",Siemens,Model-7682,2025-08-18T13:23:26.294072,ACTIVE,GOOD,4.4.0,commercial,time_of_use,8.496640606222591,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294078,2025-10-02T11:23:26.294079
SM000284,51.19649604290923,6.723775797941846,"First Street 833, Düsseldorf, Germany",ABB,Model-9254,2016-12-16T13:23:26.294083,ACTIVE,GOOD,4.9.1,industrial,standard,46.79755885701818,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294088,2025-10-02T11:23:26.294090
SM000285,50.92376514055199,6.93399713054379,"First Street 885, Cologne, Germany",Itron,Model-1496,2022-09-13T13:23:26.294094,ACTIVE,EXCELLENT,4.8.3,commercial,standard,3.393260436003236,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294100,2025-10-02T11:23:26.294101
SM000286,53.50763840606873,9.952670581240543,"Park Street 294, Hamburg, Germany",Itron,Model-3985,2017-07-26T13:23:26.294104,ACTIVE,FAIR,5.3.3,residential,time_of_use,0.5655008675589523,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294110,2025-10-02T11:23:26.294111
SM000287,50.924753195134336,6.958798635198122,"Second Street 733, Cologne, Germany",Elster,Model-4034,2023-06-16T13:23:26.294115,ACTIVE,EXCELLENT,3.3.0,industrial,demand_response,14.945779856582526,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294120,2025-10-02T11:23:26.294121
SM000288,51.2479207178968,6.73489573331718,"Park Street 108, Düsseldorf, Germany",Itron,Model-1446,2022-10-10T13:23:26.294125,ACTIVE,GOOD,5.2.8,commercial,time_of_use,8.84825857785683,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294130,2025-10-02T11:23:26.294131
SM000289,51.22714931300918,6.803285101557244,"Garden Street 985, Düsseldorf, Germany",Landis+Gyr,Model-7823,2019-12-03T13:23:26.294135,ACTIVE,GOOD,4.5.0,industrial,time_of_use,41.2172160568471,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294140,2025-10-02T11:23:26.294142
SM000290,52.53449695992435,13.433981061362982,"Park Street 549, Berlin, Germany",ABB,Model-1398,2025-06-08T13:23:26.294145,ACTIVE,POOR,3.8.4,industrial,time_of_use,20.60295714183876,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294150,2025-10-02T11:23:26.294151
SM000291,52.495416656804736,13.3776137319609,"Garden Street 956, Berlin, Germany",ABB,Model-2673,2024-09-03T13:23:26.294155,ACTIVE,GOOD,3.5.2,residential,standard,1.2059264264883354,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294161,2025-10-02T11:23:26.294162
SM000292,50.11878473991034,8.70585006216068,"Garden Street 140, Frankfurt, Germany",Elster,Model-6844,2024-11-25T13:23:26.294166,ACTIVE,EXCELLENT,3.1.6,residential,time_of_use,1.926395033715409,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294172,2025-10-02T11:23:26.294173
SM000293,51.24818736656964,6.8134461890755915,"Garden Street 809, Düsseldorf, Germany",Siemens,Model-8091,2020-07-18T13:23:26.294176,ACTIVE,GOOD,4.1.1,residential,demand_response,1.0238705796126812,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294183,2025-10-02T11:23:26.294184
SM000294,52.48105926305876,13.400173528579344,"Main Street 304, Berlin, Germany",Siemens,Model-6448,2019-08-18T13:23:26.294188,ACTIVE,EXCELLENT,2.8.6,commercial,time_of_use,7.037523642554881,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294193,2025-10-02T11:23:26.294194
SM000295,51.46937036151773,7.421925467704982,"Second Street 294, Dortmund, Germany",Siemens,Model-4934,2018-09-09T13:23:26.294197,ACTIVE,FAIR,3.3.0,industrial,time_of_use,34.64729020711361,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294203,2025-10-02T11:23:26.294204
SM000296,48.72715682401927,9.195595950855388,"First Street 806, Stuttgart, Germany",Elster,Model-9638,2016-05-16T13:23:26.294207,ACTIVE,GOOD,4.8.8,industrial,standard,46.29675161521171,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294213,2025-10-02T11:23:26.294214
SM000297,48.15831336090545,11.534756153865494,"Park Street 865, Munich, Germany",Landis+Gyr,Model-5548,2016-07-23T13:23:26.294217,ACTIVE,GOOD,5.8.5,commercial,standard,1.5461444260036514,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294223,2025-10-02T11:23:26.294224
SM000298,48.80774535369647,9.230616262920188,"First Street 478, Stuttgart, Germany",Landis+Gyr,Model-7890,2017-12-12T13:23:26.294228,ACTIVE,GOOD,3.7.8,residential,demand_response,0.5262928610515517,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294233,2025-10-02T11:23:26.294234
SM000299,50.07824324672318,8.648668563451416,"First Street 63, Frankfurt, Germany",Siemens,Model-4431,2017-01-17T13:23:26.294238,ACTIVE,FAIR,3.0.8,residential,time_of_use,1.2173366961995962,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294244,2025-10-02T11:23:26.294245
SM000300,53.52978799939168,9.948401660684596,"Main Street 629, Hamburg, Germany",Elster,Model-3097,2015-11-20T13:23:26.294251,ACTIVE,EXCELLENT,3.3.8,commercial,standard,3.6110298570484067,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294260,2025-10-02T11:23:26.294262
SM000301,50.94463603709608,6.912707061453678,"Main Street 423, Cologne, Germany",Elster,Model-2362,2024-11-28T13:23:26.294268,ACTIVE,GOOD,3.0.8,residential,time_of_use,0.3516319905170161,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294277,2025-10-02T11:23:26.294278
SM000302,50.069274739362854,8.715010500161224,"First Street 448, Frankfurt, Germany",Landis+Gyr,Model-6298,2020-07-13T13:23:26.294284,ACTIVE,GOOD,2.6.1,industrial,time_of_use,28.60306255937747,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294290,2025-10-02T11:23:26.294291
SM000303,48.74762307588581,9.190761268721925,"Park Street 998, Stuttgart, Germany",Siemens,Model-6144,2021-10-03T13:23:26.294295,ACTIVE,EXCELLENT,3.0.8,residential,standard,1.9044995359697299,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294302,2025-10-02T11:23:26.294303
SM000304,50.90918297840884,6.982310568379311,"Main Street 990, Cologne, Germany",Elster,Model-5977,2023-04-01T13:23:26.294306,ACTIVE,GOOD,1.9.4,commercial,demand_response,8.421366220647265,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294312,2025-10-02T11:23:26.294313
SM000305,51.18087082759506,6.776423537233884,"First Street 39, Düsseldorf, Germany",Elster,Model-1661,2017-08-07T13:23:26.294317,MAINTENANCE,EXCELLENT,5.8.9,commercial,time_of_use,5.26154689389888,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294322,2025-10-02T11:23:26.294323
SM000306,50.89578092371687,6.9290915441336285,"First Street 100, Cologne, Germany",ABB,Model-1573,2019-12-17T13:23:26.294328,ACTIVE,EXCELLENT,1.7.5,commercial,demand_response,1.471807819901013,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294333,2025-10-02T11:23:26.294334
SM000307,52.52493480091242,13.39213752272796,"Main Street 789, Berlin, Germany",Siemens,Model-9922,2021-09-09T13:23:26.294337,ACTIVE,EXCELLENT,2.9.3,industrial,standard,35.30710701440448,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294344,2025-10-02T11:23:26.294345
SM000308,52.527009314994814,13.44756205123049,"Park Street 768, Berlin, Germany",Elster,Model-5614,2021-10-18T13:23:26.294348,ACTIVE,POOR,4.3.0,industrial,time_of_use,21.63646853515572,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294354,2025-10-02T11:23:26.294355
SM000309,48.15880730765844,11.626222973197972,"Park Street 152, Munich, Germany",Siemens,Model-5608,2025-07-13T13:23:26.294359,ACTIVE,EXCELLENT,4.6.5,industrial,standard,40.86005599017275,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294364,2025-10-02T11:23:26.294365
SM000310,48.13452855974806,11.60876584625682,"Second Street 491, Munich, Germany",Itron,Model-4700,2024-05-25T13:23:26.294369,ACTIVE,GOOD,3.7.9,industrial,demand_response,27.188142599258434,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294374,2025-10-02T11:23:26.294375
SM000311,52.539080392401374,13.396331685567896,"Park Street 483, Berlin, Germany",Siemens,Model-3618,2021-08-18T13:23:26.294380,ACTIVE,EXCELLENT,5.0.9,industrial,demand_response,13.707370603990029,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294386,2025-10-02T11:23:26.294387
SM000312,51.51341144894884,7.425790973367347,"Garden Street 16, Dortmund, Germany",Siemens,Model-1700,2023-02-03T13:23:26.294390,ACTIVE,GOOD,3.8.5,residential,time_of_use,1.3855375838409736,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294396,2025-10-02T11:23:26.294397
SM000313,50.93441575157198,6.992719207772985,"Garden Street 536, Cologne, Germany",Elster,Model-4584,2017-05-15T13:23:26.294401,INACTIVE,EXCELLENT,3.6.5,residential,demand_response,0.7282898423395416,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294408,2025-10-02T11:23:26.294409
SM000314,48.160838564555384,11.610491869587335,"Second Street 113, Munich, Germany",Landis+Gyr,Model-1970,2015-11-23T13:23:26.294412,ACTIVE,EXCELLENT,4.4.7,commercial,demand_response,2.799498664709572,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294418,2025-10-02T11:23:26.294419
SM000315,50.15279101900691,8.687344169140168,"Garden Street 978, Frankfurt, Germany",ABB,Model-1036,2022-12-31T13:23:26.294422,ACTIVE,EXCELLENT,4.9.5,industrial,time_of_use,16.626298868320006,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294428,2025-10-02T11:23:26.294429
SM000316,50.0643365824936,8.677922211105049,"First Street 937, Frankfurt, Germany",Siemens,Model-3307,2020-07-12T13:23:26.294432,ACTIVE,EXCELLENT,5.5.5,commercial,demand_response,7.365268542974839,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294438,2025-10-02T11:23:26.294439
SM000317,50.93728032564418,6.91191914474494,"Park Street 387, Cologne, Germany",Landis+Gyr,Model-7609,2016-02-08T13:23:26.294444,ACTIVE,FAIR,2.9.0,industrial,demand_response,36.85028391144133,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294450,2025-10-02T11:23:26.294451
SM000318,52.51400852112843,13.38239927985791,"Garden Street 175, Berlin, Germany",Elster,Model-1460,2019-07-07T13:23:26.294454,INACTIVE,FAIR,2.9.7,industrial,demand_response,37.48051445127517,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294460,2025-10-02T11:23:26.294462
SM000319,51.50457106361528,7.450622136636264,"Garden Street 833, Dortmund, Germany",Siemens,Model-3267,2019-12-10T13:23:26.294465,ACTIVE,GOOD,4.2.5,residential,demand_response,1.3955303334782438,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294471,2025-10-02T11:23:26.294472
SM000320,53.600336428932394,9.991672714865732,"Main Street 677, Hamburg, Germany",Elster,Model-7765,2020-02-08T13:23:26.294475,ACTIVE,EXCELLENT,4.5.1,residential,time_of_use,1.7131454968255424,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294481,2025-10-02T11:23:26.294482
SM000321,51.21615808226982,6.81145365473361,"Main Street 872, Düsseldorf, Germany",Landis+Gyr,Model-8246,2022-04-29T13:23:26.294485,ACTIVE,EXCELLENT,2.5.5,commercial,time_of_use,3.5195013473626213,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294491,2025-10-02T11:23:26.294492
SM000322,48.10853811438335,11.540533502864715,"First Street 635, Munich, Germany",Landis+Gyr,Model-6366,2019-12-04T13:23:26.294495,ACTIVE,FAIR,1.1.3,industrial,standard,32.36118481216792,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294501,2025-10-02T11:23:26.294502
SM000323,52.48850587873278,13.402666962700122,"First Street 963, Berlin, Germany",Landis+Gyr,Model-6903,2024-05-24T13:23:26.294505,ACTIVE,EXCELLENT,3.1.0,industrial,time_of_use,19.47627474312299,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294513,2025-10-02T11:23:26.294514
SM000324,51.26522095197855,6.799470359690377,"First Street 598, Düsseldorf, Germany",Siemens,Model-7574,2021-04-01T13:23:26.294518,ACTIVE,EXCELLENT,5.7.7,residential,demand_response,0.3911251545449269,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294524,2025-10-02T11:23:26.294525
SM000325,53.577160323142195,9.99209155529318,"Garden Street 755, Hamburg, Germany",Elster,Model-9718,2019-06-10T13:23:26.294529,ACTIVE,EXCELLENT,4.1.6,commercial,standard,4.442784282807457,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294534,2025-10-02T11:23:26.294535
SM000326,50.12564502793886,8.64466103052407,"Garden Street 262, Frankfurt, Germany",Itron,Model-1653,2021-11-24T13:23:26.294539,INACTIVE,EXCELLENT,3.9.4,residential,demand_response,0.7017745637472707,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294544,2025-10-02T11:23:26.294545
SM000327,50.950661042098126,6.94972224707379,"Park Street 348, Cologne, Germany",Itron,Model-3465,2023-06-30T13:23:26.294549,ACTIVE,FAIR,2.4.2,commercial,standard,7.192824092021565,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294554,2025-10-02T11:23:26.294555
SM000328,48.145346235887054,11.604978076338611,"Main Street 611, Munich, Germany",Elster,Model-8015,2021-04-11T13:23:26.294559,ACTIVE,EXCELLENT,1.8.7,residential,demand_response,1.5523834834481247,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294564,2025-10-02T11:23:26.294565
SM000329,50.08782285365091,8.688854792412844,"Second Street 679, Frankfurt, Germany",Itron,Model-1185,2023-06-09T13:23:26.294569,ACTIVE,FAIR,4.2.9,commercial,time_of_use,2.3788922784795474,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294574,2025-10-02T11:23:26.294575
SM000330,48.79542668565677,9.225058275217455,"Park Street 49, Stuttgart, Germany",Siemens,Model-3302,2020-06-10T13:23:26.294580,INACTIVE,GOOD,3.7.8,commercial,demand_response,3.8435237194327923,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294585,2025-10-02T11:23:26.294586
SM000331,48.10111509271942,11.579287311752909,"Park Street 568, Munich, Germany",Landis+Gyr,Model-7451,2025-02-17T13:23:26.294590,ACTIVE,EXCELLENT,1.3.7,residential,time_of_use,1.091534621318105,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294596,2025-10-02T11:23:26.294597
SM000332,51.464004548839476,7.444277967808232,"Second Street 720, Dortmund, Germany",Itron,Model-3843,2024-03-13T13:23:26.294600,ACTIVE,EXCELLENT,5.6.2,residential,standard,1.0069175722988442,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294606,2025-10-02T11:23:26.294607
SM000333,48.14692698845571,11.53426595331749,"Park Street 105, Munich, Germany",Landis+Gyr,Model-8617,2016-02-14T13:23:26.294610,ACTIVE,FAIR,1.4.5,residential,demand_response,0.6267564121762251,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294617,2025-10-02T11:23:26.294618
SM000334,51.55958718418213,7.41611588178515,"Garden Street 511, Dortmund, Germany",ABB,Model-8222,2019-12-03T13:23:26.294621,ACTIVE,POOR,2.8.7,industrial,demand_response,43.46374067133509,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294627,2025-10-02T11:23:26.294628
SM000335,48.18466263074086,11.551821063962542,"Park Street 605, Munich, Germany",ABB,Model-2999,2018-04-28T13:23:26.294631,INACTIVE,FAIR,3.6.6,industrial,standard,26.789215495102827,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294637,2025-10-02T11:23:26.294639
SM000336,50.07610172385965,8.702841992193438,"Garden Street 782, Frankfurt, Germany",Landis+Gyr,Model-9886,2025-02-26T13:23:26.294642,INACTIVE,FAIR,2.7.9,commercial,time_of_use,1.9972036137045197,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294648,2025-10-02T11:23:26.294649
SM000337,53.51658049991366,9.973869852646922,"Main Street 475, Hamburg, Germany",Itron,Model-9193,2018-08-02T13:23:26.294653,FAULTY,FAIR,2.1.5,industrial,standard,28.954618509376484,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294658,2025-10-02T11:23:26.294659
SM000338,52.47069763593359,13.43871266220144,"Main Street 864, Berlin, Germany",Landis+Gyr,Model-6269,2022-11-20T13:23:26.294663,ACTIVE,GOOD,5.7.3,residential,time_of_use,0.33305831943252373,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294668,2025-10-02T11:23:26.294669
SM000339,52.50800794955531,13.416202155729046,"Main Street 456, Berlin, Germany",ABB,Model-6842,2015-11-29T13:23:26.294673,INACTIVE,EXCELLENT,2.3.3,residential,standard,0.7619335037793988,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294679,2025-10-02T11:23:26.294680
SM000340,51.47631266867554,7.507035876138138,"Park Street 501, Dortmund, Germany",Landis+Gyr,Model-6234,2020-09-06T13:23:26.294684,ACTIVE,FAIR,1.1.4,industrial,demand_response,5.5047428314998905,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294690,2025-10-02T11:23:26.294691
SM000341,51.50063157775665,7.48212196709255,"Park Street 981, Dortmund, Germany",Landis+Gyr,Model-4704,2025-06-14T13:23:26.294694,INACTIVE,EXCELLENT,1.5.7,industrial,demand_response,14.088780701105023,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294700,2025-10-02T11:23:26.294701
SM000342,48.085644910128636,11.544259884239855,"Park Street 983, Munich, Germany",Elster,Model-4222,2017-06-06T13:23:26.294704,ACTIVE,EXCELLENT,2.0.0,industrial,standard,31.670495947822246,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294710,2025-10-02T11:23:26.294711
SM000343,51.24837393825454,6.761993744856261,"First Street 922, Düsseldorf, Germany",Elster,Model-4105,2017-07-17T13:23:26.294741,ACTIVE,EXCELLENT,3.7.4,residential,standard,1.5586654835104576,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294760,2025-10-02T11:23:26.294762
SM000344,53.504269783350324,10.002282323707982,"First Street 115, Hamburg, Germany",Siemens,Model-1731,2016-04-28T13:23:26.294770,ACTIVE,FAIR,3.8.5,commercial,time_of_use,9.83613355579093,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294781,2025-10-02T11:23:26.294782
SM000345,48.096435147799426,11.583920043449258,"Park Street 858, Munich, Germany",Itron,Model-4596,2023-01-30T13:23:26.294789,ACTIVE,GOOD,5.8.6,residential,standard,0.24985267270820574,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294819,2025-10-02T11:23:26.294823
SM000346,51.205745423929216,6.75038995932281,"Main Street 4, Düsseldorf, Germany",Siemens,Model-6349,2018-01-13T13:23:26.294831,ACTIVE,GOOD,5.4.4,commercial,time_of_use,1.0794146497427004,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294843,2025-10-02T11:23:26.294845
SM000347,51.55310784336422,7.486998620040478,"First Street 175, Dortmund, Germany",Itron,Model-9863,2015-11-12T13:23:26.294852,FAULTY,FAIR,3.9.7,commercial,demand_response,7.389479044749656,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294863,2025-10-02T11:23:26.294865
SM000348,51.46855702264777,7.420712926741605,"Park Street 122, Dortmund, Germany",Itron,Model-9120,2019-10-18T13:23:26.294871,ACTIVE,EXCELLENT,1.3.6,industrial,standard,15.875379761944503,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294881,2025-10-02T11:23:26.294883
SM000349,48.75889058215849,9.179056243546485,"Main Street 136, Stuttgart, Germany",Siemens,Model-4626,2017-07-27T13:23:26.294890,ACTIVE,EXCELLENT,1.4.5,industrial,demand_response,40.2082675923111,"(220, 240)","(10, 100)",2025-10-02T11:23:26.294901,2025-10-02T11:23:26.294902
SM000350,52.54395604337508,13.430766944753705,"First Street 164, Berlin, Germany",Elster,Model-4423,2015-11-20T13:23:26.294909,ACTIVE,GOOD,1.5.0,residential,standard,0.5578338924723294,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294919,2025-10-02T11:23:26.294921
SM000351,52.51629029427926,13.368151190676683,"Garden Street 59, Berlin, Germany",ABB,Model-4871,2023-02-12T13:23:26.294927,ACTIVE,POOR,5.1.1,residential,time_of_use,1.0440709385562164,"(220, 240)","(1, 15)",2025-10-02T11:23:26.294937,2025-10-02T11:23:26.294939
SM000352,50.93552990210595,6.911283517599569,"Garden Street 520, Cologne, Germany",Siemens,Model-9624,2017-02-06T13:23:26.294946,ACTIVE,GOOD,2.6.3,commercial,time_of_use,8.174752190372786,"(220, 240)","(5, 30)",2025-10-02T11:23:26.294956,2025-10-02T11:23:26.294964
